what,kind,bundleId,bundleVersion,description,time
closed,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1338594472301
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338594475465
opened,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594479141
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594479209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594487912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594494809
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594496377
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594497992
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594497993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594498540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594499444
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594500612
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594502150
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594502150
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594503319
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594503319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594505077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594507711
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594511042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594516019
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594517583
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594580318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594582183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594582822
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594584168
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594611438
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594612541
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594613988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594614213
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594615620
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594615620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594615642
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594618598
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594618599
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594620654
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594620654
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594621296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594621832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594635558
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594637954
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594637954
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594638851
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594638851
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338594641122
opened,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594647516
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594647570
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594681283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594683604
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594684500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594686318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594687788
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594689804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594709806
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594712633
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594715888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594717408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594723158
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594725158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594729442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594730788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594743061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594744499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338594747050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594750176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594752257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1338594756698
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594758746
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594761538
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594767602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594769619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594788430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594793713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594799145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594801652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594802693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594808839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594815136
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594823152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338594824518
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1338594827163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594830869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594839979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338594845048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338594872260
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594874166
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594876379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594880290
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594880683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594881624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594882272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594882799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594883413
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338594883783
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1338594885835
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1338594886148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338594889598
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594891019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594897889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594899075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594901433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594902248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594904028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594904916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594906015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594906765
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338594929445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338594937989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594938579
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594939108
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338594940151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594954266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338594971293
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338594975706
opened,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594979845
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594979911
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338594980058
opened,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594988178
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594988217
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338594992847
opened,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594998581
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338594998623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1338595001864
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595002989
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595003622
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338595004674
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595016120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595018012
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595018540
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595021603
error,log,,,"Unhandled event loop exception",1338595021644
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595037755
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595037859
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595045509
opened,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595045707
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595045750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1338595052004
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595056085
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595056197
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1338595058027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338595059376
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595069546
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595071582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595086007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595086641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595088603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595110073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595111949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595113469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595114559
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595120691
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595123332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338595124385
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595126897
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595127779
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595146506
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595147791
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595147791
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595149952
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595151632
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595151632
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595152403
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595167787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595171505
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595173043
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595185073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595189938
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595190788
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595196916
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595197811
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595197811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1338595197821
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595203398
opened,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595203574
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595203624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595210214
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595213184
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595233276
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595233812
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595254129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1338595256679
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1338595256839
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595258230
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595264995
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595264995
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1338595265005
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595269325
opened,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595269522
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595269583
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595271960
error,log,,,"Unhandled event loop exception",1338595272061
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595279944
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595296389
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595297792
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595305649
started,bundle,org.eclipse.dltk.javascript.ui,0.95.0.v20080604-1306,"org.eclipse.dltk.javascript.ui",1338595306027
started,bundle,org.eclipse.dltk.console.ui,0.95.0.v20080526-1423,"org.eclipse.dltk.console.ui",1338595306038
started,bundle,org.eclipse.dltk.tcl.ui,0.95.0.v20080616-1622,"org.eclipse.dltk.tcl.ui",1338595306040
started,bundle,org.eclipse.dltk.xotcl.ui,0.95.0.v20080616-1622,"org.eclipse.dltk.xotcl.ui",1338595306043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595306837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595307043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595307327
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595307567
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595307831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595308092
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595308333
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595308554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595316201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595328214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338595330059
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595331843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595343930
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595344984
started,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1338595374164
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1338595374180
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595391704
closed,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595391706
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595392454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595396937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595412750
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595415252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595422689
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595423445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595424638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595425233
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1338595434185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1338595436193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595438295
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595438941
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595478427
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1338595485119
opened,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595486664
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595486747
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1338595494061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595494942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1338595495548
activated,view,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal.views.terminal",1338595497241
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595500422
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595502571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1338595507759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1338595515742
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595516758
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595518001
closed,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595518002
activated,editor,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb.html",1338595518553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1338595527250
activated,editor,org.eclipse.dltk.ruby.ui,0.95.0.v20080617-1812,"org.eclipse.dltk.ruby.ui.editor.RubyEditor",1338595528242
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1338595529694
